name,fullname,dob,country,position,foot,weight,height,potential,elo,href
José Marqués,José Fernando Marqués Martín,1984-12-04,Spain,STR (Striker),Unknown,70.0,177.0,62,62,/player/jose-fernando-marques-martin
Alejandro Lembo,Daniel Alejandro Lembo Betancor,1978-02-15,Uruguay,DF (Defender),Right,79.0,188.0,72,72,/player/a-lembo-93888
Daniel Aranzubia,Daniel Aranzubia Aguado,1979-09-18,Spain,GOA (Goalkeeper),Right,80.0,184.0,80,80,/player/aranzubia-23570
Relaño,David Relaño Luque,1983-04-22,Spain,GOA (Goalkeeper),Unknown,81.0,187.0,53,53,/player/relano-35057
Rivera,Alberto Rivera Pizarro,1978-02-19,Spain,MID (Midfielder),Unknown,68.0,170.0,77,77,/player/rivera-9911
Unai Expósito,Unai Expósito Medina,1980-01-23,Spain,DF (Defender),Right,70.0,176.0,72,72,/player/u-exposito-29738
Dudu Aouate,Dudu Aouate,1977-10-17,Israel,GOA (Goalkeeper),Right,85.0,188.0,81,81,/player/aouate-7129
Diego Capel,Diego Ángel Capel Trinidad,1988-02-16,Spain,STR (Striker),Left-footed,71.0,173.0,77,36,/player/diego-capel-23483
Luciano Vella,Luciano Germán Vella,1981-04-13,Argentina,DF (Defender),Right,72.0,174.0,73,73,/player/l-vella-71757
Lionel Scaloni,Lionel Sebastián Scaloni,1978-05-16,Argentina,DF (Defender),Right,80.0,182.0,82,81,/player/l-scaloni-62406
Coromina,David Coromina,1974-09-09,Spain,DF (Defender),Unknown,76.0,183.0,69,68,/player/david-coromina
Manolo Reina,Manuel Reina Rodríguez,1985-04-01,Spain,GOA (Goalkeeper),Right,80.0,185.0,76,66,/player/m-reina-184326
Morten Skoubo,Morten Skoubo,1980-06-30,Denmark,STR (Striker),Left-footed,81.0,190.0,70,70,/player/m-skoubo-30210
Xisco Jiménez,Francisco Jiménez Tejada,1986-06-26,Spain,STR (Striker),Right,84.0,188.0,66,54,/player/xisco-33114
Cubillo,David García Cubillo,1978-01-06,Spain,MID (Midfielder),Unknown,64.0,173.0,63,63,/player/david-cubillo
Riki,Iván Sánchez Rico Soto,1980-08-11,Spain,STR (Striker),Left-footed,84.0,187.0,73,73,/player/riki-23586
Manu Del Moral,Manuel Del Moral Fernández,1984-02-25,Spain,STR (Striker),Right,77.0,186.0,78,78,/player/manu-11072
José Movilla,José Maria Movilla,1975-02-08,Spain,MID (Midfielder),Right,71.0,170.0,79,79,/player/movilla-7446
Imanol Agirretxe,Imanol Agirretxe Arruti,1987-02-24,Spain,STR (Striker),Right,77.0,186.0,80,80,/player/i-agirretxe-30485
Gheorghe Craioveanu,Gheorghe Craioveanu,1968-02-14,Romania,STR (Striker),Unknown,77.0,183.0,76,76,/player/gheorghe-craioveanu
Julien Escudé,Julien Escudé,1979-08-17,France,DF (Defender),Left-footed,79.0,183.0,80,80,/player/j-escude-5804
Vargas,Pablo Alberto Vargas Perez,1984-02-16,Spain,GOA (Goalkeeper),Unknown,87.0,189.0,58,58,/player/vargas-33670
Luis García,Luis García Fernández,1981-02-06,Spain,MID (Midfielder),Right,70.0,180.0,87,87,/player/l-garcia-23364
Kepa,Kepa Blanco González,1984-01-13,Spain,STR (Striker),Unknown,83.0,185.0,64,64,/player/kepa-23518
Marc Bertrán,Marc Bertrán Villanova,1982-05-22,Spain,DF (Defender),Right,78.0,181.0,74,74,/player/marc-bertran-10826
Francisco Neru,Francisco Borja Enrique Ayesa,1974-01-20,Spain,DF (Defender),Unknown,76.0,182.0,69,69,/player/francisco-borja-enrique-ayesa
Jonathan Valle,Jonathan Valle Trueba,1984-12-30,Spain,MID (Midfielder),Right,66.0,170.0,59,59,/player/j-valle-28078
Pedro Munitis,Pedro Munitis,1975-06-19,Spain,STR (Striker),Unknown,70.0,167.0,81,81,/player/munitis-23477
Diego Forlán,Diego Martín Forlán Corazo,1979-05-19,Uruguay,STR (Striker),Two-Footed,73.0,181.0,92,92,/player/diego-martin-forlan-corazo-39908
Guréndez,Felipe Gurendez,1975-11-18,Spain,DF (Defender),Right,71.0,173.0,74,74,/player/felipe-gurendez-aldanondo
Ador,Salvador Jiménez Marfil,1985-09-02,Spain,STR (Striker),Unknown,81.0,185.0,46,46,/player/ador-159285
Oli,Oliverio Jesús Álvarez González,1972-04-02,Spain,STR (Striker),Unknown,72.0,175.0,83,83,/player/oli-257707
Basilio,Basilio Sancho Agudo,1984-01-02,Spain,GOA (Goalkeeper),Right,81.0,189.0,67,60,/player/basilio-91072
Juan Sorín,Juan Pablo Sorín,1976-05-05,Argentina,DF (Defender),Unknown,64.0,170.0,83,82,/player/juan-pablo-sorin
Sergio,Sergio Fernández González,1977-05-23,Spain,DF (Defender),Unknown,81.0,191.0,77,77,/player/sergio-34906
Jesuli,Jesús Mora Nieto,1978-01-24,Spain,MID (Midfielder),Unknown,66.0,178.0,79,79,/player/jesuli-257806
Leonardo Franco,Leonardo Neoren Franco,1977-05-20,Argentina,GOA (Goalkeeper),Right,79.0,188.0,83,83,/player/l-franco-28115
David Villa,David Villa Sánchez,1981-12-03,Spain,STR (Striker),Right,69.0,175.0,93,93,/player/d-villa-23386
Luís Fabiano,Luís Fabiano Clemente,1980-11-08,Brazil,STR (Striker),Right,81.0,183.0,85,85,/player/luis-fabiano-23487
Arthur,Arthur Enrique Bernhardt,1982-08-27,Brazil,STR (Striker),Left-footed,80.0,189.0,56,56,/player/arthuro-21904
Fernando Sales,Fernando José Sales De Los Cobos,1977-09-12,Spain,MID (Midfielder),Two-Footed,73.0,171.0,80,80,/player/sales-7390
Jorge López,Jorge López,1978-09-19,Spain,MID (Midfielder),Right,75.0,182.0,81,81,/player/jorge-lopez-montana
Raúl Bravo,Raúl Bravo Sanfélix,1981-04-14,Spain,DF (Defender),Left-footed,70.0,176.0,78,78,/player/raul-bravo-7309
Matías Lequi,Matías Emanuel Lequi,1981-05-13,Argentina,DF (Defender),Left-footed,83.0,191.0,77,77,/player/m-lequi-83983
Edmilson,Edmilson José Gomes De Moraes,1976-07-10,Brazil,MID (Midfielder),Unknown,70.0,185.0,80,80,/player/edmilson-jose-gomes-de-moraes
Thiago Motta,Thiago Motta,1982-08-28,Brazil,MID (Midfielder),Left-footed,77.0,188.0,82,82,/player/t-motta-7445
Sesma,Jonathan Sesma González,1978-11-14,Spain,MID (Midfielder),Left-footed,65.0,175.0,78,78,/player/jonathan-sesma-23373
Díaz De Cerio,Iñigo Díaz De Cerio,1984-05-15,Spain,STR (Striker),Unknown,70.0,180.0,68,68,/player/diaz-de-cerio-29978
De Quintana,Ramón De Quintana Dalmau,1972-02-06,Spain,DF (Defender),Unknown,80.0,187.0,82,82,/player/de-quintana-257709
Asier Riesgo,Asier Riesgo Unamuno,1983-10-06,Spain,GOA (Goalkeeper),Right,76.0,185.0,74,62,/player/riesgo-30475
Daniel Alves,Daniel Alves Da Silva,1983-05-06,Brazil,DF (Defender),Right,70.0,172.0,91,83,/player/d-alves-23559
Walid Regragui,Walid Regragui,1975-09-23,Morocco,DF (Defender),Unknown,,,70,69,/player/walid-regragui
Veljko Paunovic,Veljko Paunović,1977-08-21,Macedonia,STR (Striker),Unknown,70.0,180.0,73,73,/player/veljko-paunovic-7553
Abraham Paz,Abraham Paz Cruz,1979-06-29,Spain,DF (Defender),Right,75.0,178.0,72,72,/player/a-paz-10847
Isidoro,José Isidoro Gómez Torres,1986-08-01,Spain,DF (Defender),Right,71.0,180.0,65,65,/player/isidoro-40802
Ivica Dragutinovic,Ivica Dragutinović,1975-11-13,Serbia,DF (Defender),Left-footed,84.0,186.0,80,80,/player/ivica-dragutinovic
Xabi Prieto,Xabier Prieto Argarate,1983-08-29,Spain,MID (Midfielder),Right,82.0,185.0,85,83,/player/x-prieto-23648
Santiago Cañizares,Santiago Cañizares,1969-12-18,Spain,GOA (Goalkeeper),Unknown,77.0,180.0,89,89,/player/santiago-canizares
Stéphane Dalmat,Stéphane Dalmat,1979-02-16,France,MID (Midfielder),Unknown,83.0,183.0,76,76,/player/s-dalmat-3162
Yagüe,Albert Yagüe Jiménez,1985-03-27,Spain,STR (Striker),Unknown,73.0,175.0,56,56,/player/yague-35565
Frédéric Kanouté,Frédéric Oumar Kanouté Effantin,1977-09-02,France,STR (Striker),Right,82.0,192.0,86,86,/player/f-kanoute-7534
Jhon Viáfara,Jhon Eduis Viáfara Mina,1978-10-27,Colombia,MID (Midfielder),Right,82.0,192.0,74,74,/player/j-viafara-9603
Pablo Ruiz,Pablo Ruiz Barrero,1981-02-25,Spain,DF (Defender),Right,87.0,190.0,62,62,/player/pablo-ruiz-29748
Camacho,Juan José Camacho Barnola,1980-08-02,Spain,MID (Midfielder),Left-footed,75.0,181.0,71,71,/player/camacho-29275
Juliano Belletti,Juliano Haus Belletti,1976-06-20,Brazil,DF (Defender),Right,76.0,179.0,81,81,/player/juliano-belletti
Miguel,Luis Miguel Brito García Monteiro,1980-01-04,Portugal,DF (Defender),Right,78.0,179.0,84,84,/player/miguel-23376
Rubén Baraja,Rubén Baraja,1975-07-11,Spain,MID (Midfielder),Right,75.0,180.0,86,86,/player/ruben-baraja-vegas
Raúl Albiol,Raúl Albiol Tortajada,1985-09-04,Spain,DF (Defender),Right,82.0,190.0,89,87,/player/r-albiol-7342
Raúl Valbuena,Raúl Valbuena Cano,1975-04-23,Spain,GOA (Goalkeeper),Unknown,83.0,193.0,67,67,/player/raul-valbuena
Toño,Antonio Rodríguez Martínez,1979-12-17,Spain,GOA (Goalkeeper),Right,81.0,182.0,81,81,/player/tono-75107
Etxebarrieta,Igor Etxebarrieta Ibarra,1984-04-03,Spain,GOA (Goalkeeper),Unknown,,,59,59,/player/etxebarrieta-116043
Roberto Jiménez,Roberto Jiménez Gago,1986-02-10,Spain,GOA (Goalkeeper),Right,93.0,192.0,81,55,/player/roberto-23824
Javi Casquero,Francisco Javier Casquero Paredes,1976-08-19,Spain,MID (Midfielder),Two-Footed,73.0,180.0,83,83,/player/casquero-23514
Edu Alonso,Eduardo Alonso,1974-05-30,Spain,MID (Midfielder),Unknown,73.0,177.0,74,74,/player/edu-alonso
Mikel Alonso,Mikel Alonso Olano,1980-05-17,Spain,MID (Midfielder),Right,78.0,180.0,71,71,/player/mikel-alonso-olano
Campano,Alejandro Campano,1978-12-29,Spain,MID (Midfielder),Unknown,67.0,178.0,75,74,/player/campano-29112
Andoni Iraola,Andoni Iraola Sagarna,1982-06-22,Spain,DF (Defender),Right,74.0,182.0,84,84,/player/a-iraola-29960
Santiago Ezquerro,Santiago Ezquerro,1976-12-14,Spain,STR (Striker),Unknown,70.0,180.0,83,83,/player/santiago-ezquerro-marin
Ricardo Oliveira,Ricardo De Oliveira,1980-05-06,Brazil,STR (Striker),Right,80.0,183.0,85,55,/player/ricardo-oliveira-10936
Dalibor Stevanovič,Dalibor Stevanović,1984-09-27,Slovenia,MID (Midfielder),Right,75.0,183.0,65,65,/player/d-stevanovi-58311
Óscar Serrano,Óscar Serrano,1981-09-30,Spain,MID (Midfielder),Two-Footed,73.0,175.0,79,79,/player/oscar-serrano-23479
Manuel Tena,Manuel Tena Lopez,1978-02-03,Spain,DF (Defender),Right,77.0,183.0,67,67,/player/manuel-tena-lopez
Esteban,Esteban Andrés Suárez,1975-06-27,Spain,GOA (Goalkeeper),Left-footed,79.0,179.0,82,82,/player/esteban-23438
Eduardo Berizzo,Manolo Eduardo Berizzo Magnolo,1969-10-13,Argentina,DF (Defender),Unknown,76.0,183.0,79,79,/player/manolo-eduardo-berizzo
César Cruchaga,César Cruchaga Lasa,1974-01-26,Spain,DF (Defender),Unknown,82.0,184.0,83,83,/player/cesar-cruchaga
Cristian Hidalgo,Cristian Hidalgo González,1983-09-21,Spain,STR (Striker),Unknown,66.0,171.0,64,64,/player/c-hidalgo-38442
Álvaro Maior,Álvaro Luiz Maior De Aquino,1977-11-01,Brazil,DF (Defender),Unknown,83.0,183.0,84,84,/player/alvaro-luiz-maior-de-aquino
Mista,Miguel Ángel Ferrer Martínez,1978-11-12,Spain,STR (Striker),Left-footed,75.0,185.0,79,79,/player/miguel-angel-ferrer-martinez
Sergio Ballesteros,Sergio Ballesteros,1975-09-04,Spain,DF (Defender),Right,93.0,188.0,81,81,/player/s-ballesteros-29356
Francisco Yeste,Francisco Yeste,1979-12-06,Spain,MID (Midfielder),Left-footed,70.0,185.0,86,86,/player/francisco-javier-yeste-navarro-29968
Moha,Mohammed El Yaagoubi Youbi,1977-09-12,Morocco,MID (Midfielder),Unknown,70.0,170.0,74,74,/player/moha-7442
Pinillos,Pablo Pinillos,1974-07-09,Spain,DF (Defender),Right,71.0,173.0,78,78,/player/pablo-pinillos-caro
Claude Gnakpa,Claude Gnakpa Johouri,1983-06-09,France,DF (Defender),Unknown,83.0,187.0,50,50,/player/gnakpa-257713
Gabi,Gabriel Fernández Arenas,1983-07-10,Spain,MID (Midfielder),Right,73.0,179.0,87,87,/player/gabi-7393
Diego Castro,Diego Castro Giménez,1982-07-02,Spain,STR (Striker),Right,71.0,174.0,82,82,/player/diego-castro-27053
Samuel,Samuel San José Fernández,1984-03-01,Spain,DF (Defender),Right,72.0,178.0,62,37,/player/samuel-30693
Elton,Elton Giovanni Machado,1983-09-03,Brazil,MID (Midfielder),Unknown,74.0,180.0,60,60,/player/elton-257695
Rubén González,Rubén González Rocha,1982-01-29,Spain,DF (Defender),Right,83.0,187.0,75,74,/player/ruben-23679
Gregorio,Gregorio Ciudad Real Linares,1986-05-01,Spain,GOA (Goalkeeper),Unknown,,,36,36,/player/gregorio-125976
Javi Navarro,Francisco Javier Vicente Navarro,1974-02-06,Spain,DF (Defender),Unknown,77.0,180.0,83,83,/player/javi-navarro
Albert Jorquera,Albert Jorquera Fortià,1979-03-03,Spain,GOA (Goalkeeper),Left-footed,78.0,183.0,58,58,/player/albert-jorquera-fortia
Gabriel,Gabriel Rodrigues Dos Santos,1981-06-05,Brazil,DF (Defender),Right,70.0,171.0,81,81,/player/gabriel-23306
Litos,Carlos Manuel De Oliveira Magalhaes,1974-02-25,Portugal,DF (Defender),Unknown,77.0,185.0,82,81,/player/litos
Javier Portillo,Javier Garcia Portillo,1982-03-30,Spain,STR (Striker),Right,70.0,180.0,72,72,/player/portillo-7557
John Aloisi,John Aloisi,1976-02-05,Australia,STR (Striker),Unknown,77.0,183.0,80,80,/player/john-aloisi
Senel,Senel,1984-05-13,Spain,STR (Striker),Unknown,78.0,178.0,50,50,/player/jose-manuel-lafuente-garrido
Ewerthon,Ewerthon Henrique De Souza,1981-06-10,Brazil,STR (Striker),Right,67.0,175.0,85,85,/player/ewerthon-henrique-de-souza
Henri Antchouet,Henri Antchouet,1979-08-02,Gabon,STR (Striker),Unknown,70.0,173.0,52,52,/player/henri-antchouet
José Crespo,José Ángel Crespo Rincón,1987-02-09,Spain,DF (Defender),Right,72.0,183.0,80,68,/player/j-crespo-28788
Chema Mato,José María Mato Nieto,1984-03-22,Spain,MID (Midfielder),Left-footed,79.0,177.0,57,56,/player/jose-maria-mato-nieto
Tiko,Roberto Martínez Rípodas,1976-09-15,Spain,MID (Midfielder),Unknown,70.0,178.0,78,78,/player/roberto-martinez-ripodas
Yago Yao,Yago Yao Alonso-Fueyo Sako,1979-08-19,Ivory Coast,DF (Defender),Unknown,80.0,182.0,71,71,/player/yago-alonso-257675
Javi Venta,Javi Venta,1975-12-13,Spain,DF (Defender),Unknown,74.0,180.0,80,80,/player/javi-venta-27039
Fernando Amorebieta,Fernando Gabriel Amorebieta Mardaras,1985-03-29,Venezuela,DF (Defender),Left-footed,85.0,192.0,80,80,/player/f-amorebieta-29957
Amedeo Carboni,Amedeo Carboni,1965-04-06,Italy,DF (Defender),Unknown,76.0,180.0,85,85,/player/amedeo-carboni
Labaka,Mikel Labaka Zuriarrain,1980-08-10,Spain,DF (Defender),Right,78.0,185.0,75,74,/player/labaka-27447
Fernando,Fernando Miguel Fernández Escribano,1979-06-02,Spain,MID (Midfielder),Right,70.0,180.0,82,81,/player/fernando-23537
Abel Gómez,Abel Gómez Moreno,1982-02-20,Spain,MID (Midfielder),Right,72.0,182.0,68,68,/player/abel-21899
Javi González,Javier González Gómez,1974-03-22,Spain,MID (Midfielder),Unknown,73.0,180.0,74,74,/player/javi-gonzalez
Romero,Enrique Fernández Romero,1971-06-23,Spain,DF (Defender),Unknown,79.0,183.0,86,86,/player/romero-206008
Ustaritz,Ustaritz Aldekoaotalora Astarloa,1983-02-16,Spain,DF (Defender),Left-footed,77.0,183.0,67,67,/player/ustaritz-29956
Luis García,Luis García,1979-04-23,Spain,GOA (Goalkeeper),Right,80.0,185.0,82,82,/player/luis-garcia-7158
Emiliano Moretti,Emiliano Moretti,1981-06-11,Italy,DF (Defender),Left-footed,79.0,182.0,81,81,/player/emiliano-moretti
Francesc Arnau,Francesc Arnau,1975-03-23,Spain,GOA (Goalkeeper),Right,85.0,185.0,73,73,/player/francesc-arnau-gravalosa
Eduardo Costa,Eduardo Costa,1982-09-23,Brazil,MID (Midfielder),Unknown,76.0,183.0,77,77,/player/eduardo-costa-27012
Antoñito,Antoñito,1978-02-02,Spain,STR (Striker),Right,75.0,176.0,72,72,/player/antonito-23867
Israel,Israel Bascón,1987-03-15,Spain,STR (Striker),Right,66.0,172.0,57,57,/player/israel-38760
Robusté,Miquel Robusté Colomer,1985-05-20,Spain,DF (Defender),Right,80.0,185.0,61,50,/player/robuste-29353
Joan Capdevila,Joan Capdevila Méndez,1978-02-03,Spain,DF (Defender),Left-footed,78.0,182.0,89,89,/player/capdevila-23462
Darko Kovacevic,Darko Kovacevic,1973-11-18,Serbia,STR (Striker),Unknown,83.0,193.0,84,83,/player/darko-kovacevic
Ludovic Delporte,Ludovic Delporte,1980-02-06,France,MID (Midfielder),Unknown,73.0,178.0,71,71,/player/ludovic-delporte
Robert,Robert De Pinho De Souza,1981-02-27,Brazil,STR (Striker),Right,80.0,186.0,75,75,/player/robert-de-pinho-souza-143007
Lluís Carreras,Lluís Carreras Ferrer,1972-09-24,Spain,DF (Defender),Unknown,80.0,185.0,76,76,/player/luis-carreras
Nano,Victoriano Rivas Álvaro,1980-07-07,Spain,DF (Defender),Unknown,79.0,186.0,77,77,/player/victoriano-rivas-alvaro
Gustavo López,Gustavo Adrián López Pablos,1973-04-13,Argentina,MID (Midfielder),Unknown,71.0,175.0,82,82,/player/gustavo-lopez
Oleguer,Oleguer Presas,1980-02-02,Spain,DF (Defender),Right,82.0,185.0,86,85,/player/oleguer-presas-renom-29669
Jonathan Woodgate,Jonathan Woodgate,1980-01-22,England,DF (Defender),Right,80.0,190.0,82,82,/player/j-woodgate-271
Juan Sánchez,Juan Ginés Sánchez Moreno,1972-05-15,Spain,STR (Striker),Unknown,70.0,173.0,81,81,/player/juan-gines-sanchez
Francisco Pavón,Francisco Pavón Barahona,1980-01-09,Spain,DF (Defender),Unknown,78.0,188.0,80,79,/player/f-pavon-24026
Ludovic Giuly,Ludovic Giuly,1976-07-10,France,MID (Midfielder),Right,62.0,164.0,86,85,/player/l-giuly-1062
Valencia,Juan José Valencia De La Serna,1971-09-18,Spain,GOA (Goalkeeper),Unknown,77.0,180.0,83,83,/player/valencia-257699
Javier Farinós,Francisco Javier Farinós Zapata,1978-03-29,Spain,MID (Midfielder),Unknown,68.0,172.0,83,83,/player/farinos-29231
Francisco Maciel,Francisco Maciel,1977-09-17,Argentina,DF (Defender),Unknown,70.0,178.0,72,72,/player/francisco-maciel
Bernardo Romeo,Bernardo Daniel Romeo,1977-09-10,Argentina,STR (Striker),Unknown,,,78,78,/player/bernardo-romeo
Sebastián Méndez,Sebastián Ariel Méndez Pardiñas,1977-07-04,Argentina,DF (Defender),Unknown,70.0,178.0,72,72,/player/sebastian-ariel-mendez
Juanca,Juan Carlos Sánchez Martínez,1987-07-27,Spain,GOA (Goalkeeper),Right,76.0,182.0,66,48,/player/juan-carlos-27664
Antonio Tomás,Antonio Tomás González,1985-01-13,Spain,MID (Midfielder),Right,70.0,180.0,68,68,/player/antonio-tomas-23578
Mario Regueiro,Mario Ignacio Regueiro Pinto,1978-09-14,Uruguay,STR (Striker),Left-footed,72.0,178.0,79,79,/player/m-regueiro-7471
Rubén De La Red,Rubén De La Red,1985-06-05,Spain,MID (Midfielder),Right,79.0,185.0,78,78,/player/ruben-de-la-red-gutierrez
Vivar Dorado,Ángel Vivar Dorado,1974-02-12,Spain,MID (Midfielder),Unknown,76.0,180.0,78,78,/player/angel-vivar-dorado
Miki,Miquel Martínez Moya,1984-06-28,Spain,MID (Midfielder),Unknown,,,58,58,/player/miki-martinez-185823
Fabian Canobbio,Fabián Canobbio,1980-03-08,Uruguay,MID (Midfielder),Left-footed,75.0,179.0,81,81,/player/f-canobbio-27017
Víctor,Víctor Sánchez Del Amo,1976-02-23,Spain,MID (Midfielder),Unknown,74.0,182.0,83,83,/player/victor-206007
Julián Vara,Julian Vara,1983-11-17,Spain,MID (Midfielder),Unknown,74.0,182.0,55,55,/player/julian-vara-lopez
Lafuente,Iñaki Lafuente,1976-01-24,Spain,GOA (Goalkeeper),Right,78.0,184.0,76,76,/player/inaki-lafuente-sancha
Cuartero,Luis Carlos Cuartero Laforga,1975-08-17,Spain,DF (Defender),Unknown,77.0,180.0,71,71,/player/carlos-cuartero
Júlio Baptista,Júlio César Clemente Baptista,1981-10-01,Brazil,STR (Striker),Two-Footed,72.0,183.0,87,87,/player/j-baptista-9415
Jorge Ribeiro,Jorge Miguel Oliveira Ribeiro,1981-11-09,Portugal,DF (Defender),Left-footed,68.0,172.0,74,73,/player/jorge-ribeiro-21980
Jordi Codina,Jordi Codina Rodríguez,1982-04-27,Spain,GOA (Goalkeeper),Left-footed,79.0,184.0,70,70,/player/codina-13236
Iker Casillas,Iker Casillas Fernández,1981-05-20,Spain,GOA (Goalkeeper),Left-footed,79.0,185.0,92,92,/player/i-casillas-23340
Momo,Jerónimo Figueroa Cabrera,1982-07-15,Spain,STR (Striker),Two-Footed,70.0,179.0,68,68,/player/momo-23866
Rufino,Rufino Segovia Del Burgo,1985-03-01,Spain,STR (Striker),Right,82.0,180.0,60,46,/player/rufino-38493
Antonio Núñez,Antonio Núñez Tena,1979-01-15,Spain,STR (Striker),Right,82.0,185.0,71,68,/player/nunez-23690
Ludovic Butelle,Ludovic Butelle,1983-04-03,France,GOA (Goalkeeper),Left-footed,82.0,188.0,78,55,/player/l-butelle-7135
Boris,Sergio Boris González Monteagudo,1980-05-26,Spain,DF (Defender),Left-footed,85.0,184.0,72,72,/player/boris-11133
Roberto Acuña,Roberto Miguel Acuña Cabello,1972-03-25,Argentina,MID (Midfielder),Unknown,76.0,175.0,81,81,/player/roberto-acuna
Diego Tristán,Diego Tristán,1976-01-05,Spain,STR (Striker),Unknown,79.0,186.0,86,86,/player/diego-tristan-herrera-30520
Borja Oubiña,Borja Oubiña Meléndez,1982-05-17,Spain,MID (Midfielder),Unknown,75.0,183.0,78,78,/player/b-oubina-7459
Juan Valera,Juan Valera Espín,1984-12-21,Spain,DF (Defender),Right,70.0,184.0,75,75,/player/valera-28177
Paolo Castellini,Paolo Castellini,1979-03-25,Italy,DF (Defender),Left-footed,78.0,184.0,74,74,/player/p-castellini-38425
Fernando Baiano,João Fernando Nelo Baiano,1979-03-18,Brazil,STR (Striker),Unknown,81.0,184.0,85,85,/player/baiano-257633
Manu Sánchez,Antonio Manuel Sánchez Gómez,1978-01-25,Spain,MID (Midfielder),Unknown,76.0,180.0,71,71,/player/manu-sanchez-206516
Sergio García,Sergio García De La Fuente,1983-06-09,Spain,STR (Striker),Right,72.0,174.0,84,84,/player/sergio-garcia-27009
José Rodríguez,José Antonio Rodríguez Munuera,1985-07-01,Spain,DF (Defender),Left-footed,77.0,183.0,55,36,/player/jose-rodriguez-62206
Collantes,Alejandro García Peña,1984-09-24,Spain,MID (Midfielder),Left-footed,71.0,176.0,70,70,/player/alex-garcia-34285
Martins,Mikel Martins Das Neves,1983-05-28,Spain,MID (Midfielder),Right,68.0,177.0,65,65,/player/martins-67748
Mark González,Mark Dennis González Hoffmann,1984-07-10,South Africa,STR (Striker),Left-footed,74.0,176.0,72,72,/player/m-gonzalez-27007
Víctor Valdés,Víctor Valdés Arribas,1982-01-14,Spain,GOA (Goalkeeper),Right,78.0,183.0,89,89,/player/v-valdes-7171
